street,city,state,zip,phone,longitude,latitude,state_name,brand
8303 East 12 Mile Road,Warren,MI,48093,(586) 625-5006,-83.0251727,42.5083949,Michigan,DSW
4830 Wilson Ave SW Suite 640,Wyoming,MI,49418,(616) 469-5016,-85.76124008003048,42.87696874493369,Michigan,DSW
124 West Market Street,Bloomington,MN,55425,(952) 876-0991,-93.2437482,44.8551321,Minnesota,DSW
14001 Aldrich Avenue,Burnsville,MN,55337,(952) 808-0811,-93.2861622,44.7494992,Minnesota,DSW
1600 Miller Trunk Highway,Duluth,MN,55811,(218) 727-2474,-92.1573534,46.8040342,Minnesota,DSW
1400 Central Park Commons Drive Suite 110,Eagan,MN,55121,(651) 404-6189,-93.1680373,44.8362997,Minnesota,DSW
8251 Flying Cloud Drive Suite 1150,Eden Prairie,MN,55344,(612) 330-4795,-93.424306,44.855183,Minnesota,DSW
11531 Fountains Drive North,Maple Grove,MN,55369,(763) 315-3701,-93.426859,45.090563,Minnesota,DSW
1885 County Rd D East,Maplewood,MN,55109,(651) 228-4009,-93.022903,45.0364563,Minnesota,DSW
50 25th Street,Rochester,MN,55904,(507) 252-6654,-92.4594922,43.9832489,Minnesota,DSW
1595 Highway 36 West Suite 955,Roseville,MN,55113,(651) 633-9941,-93.1691426038742,45.01325037132393,Minnesota,DSW
8236 Highway 7,Saint Louis Park,MN,55426,(952) 931-9077,-93.384185,44.936997,Minnesota,DSW
4101 West Division Street Suite-H0015,St  Cloud,MN,56301,(320) 342-7402,-94.210395,45.55569,Minnesota,DSW
9200 Hudson Road,Woodbury,MN,55125,(651) 738-0300,-92.9205345,44.9476386,Minnesota,DSW
754 Mackenzie Lane,Flowood,MS,39232,(601) 919-2570,-90.0659791,32.3372896,Mississippi,DSW
13920 Manchester Road,Ballwin,MO,63011,(636) 256-7463,-90.485121,38.595033,Missouri,DSW
8502 Eager Road,Brentwood,MO,63144,(314) 450-8109,-90.340265,38.6274051,Missouri,DSW
8679 North Stoddard Avenue,Kansas City,MO,64153,(816) 505-1940,-94.66454654932022,39.25135830520473,Missouri,DSW
840 Northwest Blue Parkway,Lee's Summit,MO,64086,(816) 347-2659,-94.403059,38.928781,Missouri,DSW
3333 South Glenstone Avenue Suite 120,Springfield,MO,65804,(417) 720-7262,-93.26416254043585,37.15293725219877,Missouri,DSW
290 Mid Rivers Center,St. Peters,MO,63376,(636) 278-2214,-90.621303,38.793783,Missouri,DSW
400 North 48th Street,Lincoln,NE,68504,(402) 417-7724,-96.6521832,40.8180876,Nebraska,DSW
571 North Stephanie Street,Henderson,NV,89014,(702) 997-0667,-115.0481134,36.0606251,Nevada,DSW
2100 North Rainbow Boulevard,Las Vegas,NV,89108,(702) 636-2060,-115.2388223,36.1976998,Nevada,DSW
6659 South Virginia Street,Reno,NV,89511,(775) 852-9401,-119.7855029,39.466248,Nevada,DSW
1051 S. Willow St.,Manchester,NH,03103,(603) 854-7012,-71.440481,42.9610599,New Hampshire,DSW
270 Daniel Webster Highway,Nashua,NH,03060,(603) 891-2050,-71.4392985,42.7067789,New Hampshire,DSW
290 South Broadway,Salem,NH,03079,(603) 890-3268,-71.2133295,42.7575418,New Hampshire,DSW
72 Brick Plaza Space 29,Brick,NJ,08723,(732) 417-7107,-74.1423101,40.0589186,New Jersey,DSW
300 Commons Way,Bridgewater,NJ,08807,(908) 698-0002,-74.62188184261322,40.59038858352128,New Jersey,DSW
907 Haddonfield Road,Cherry Hill,NJ,08002,(856) 663-1690,-75.0346015,39.9265902,New Jersey,DSW
2000 Clements Bridge,Deptford,NJ,08096,(856) 251-1703,-75.090756,39.841265,New Jersey,DSW
300 NJ-18,East Brunswick,NJ,08816,(732) 837-7001,-74.39476271163937,40.456333163579444,New Jersey,DSW
One American Dream Way B310,East Rutherford,NJ,07073,(201) 514-7407,-74.0698158,40.8091063,New Jersey,DSW
4345 Route 9,Freehold,NJ,07728,(732) 431-1323,-74.29254,40.282497,New Jersey,DSW
2103 Route 35,Holmdel,NJ,07733,(732) 837-7000,-74.142476,40.413527,New Jersey,DSW
25 Ronson Road,Iselin,NJ,08830,(732) 750-1169,-74.317155,40.554708,New Jersey,DSW
3371 Brunswick Pike,Lawrenceville,NJ,08648,(609) 951-9980,-74.683283,40.297111,New Jersey,DSW
530 W. Mount Pleasant Ave.,Livingston,NJ,07039,(862) 245-5002,-74.347947,40.797662,New Jersey,DSW
175 South Route 73,Marlton,NJ,08053,(856) 596-9644,-74.92658,39.889462,New Jersey,DSW
225 Consumer Square,Mays Landing,NJ,08330,(609) 272-8300,-74.63066,39.45042,New Jersey,DSW
64 Centerton Road,Mount Laurel,NJ,08054,(856) 234-5685,-74.9096164,39.9699537,New Jersey,DSW
60 State Route 17 North,Paramus,NJ,07652,(201) 291-0505,-74.07135928049684,40.91645913629716,New Jersey,DSW
44 Waterview Blvd,Parsippany,NJ,07054,(973) 348-4001,-74.4276637,40.8755602,New Jersey,DSW
77 Interstate Shopping Center Unit 23,Ramsey,NJ,07446,(201) 669-3053,-74.13869167425709,41.0669937953015,New Jersey,DSW
343 Mount Hope Ave,Rockaway,NJ,07866,(862) 305-7007,-74.561785,40.905727,New Jersey,DSW
461 NJ Route 10 Space B-200,Roxbury Township,NJ,07852,(973) 957-4052,-74.6522453625797,40.8728832361899,New Jersey,DSW
1366 Hooper Avenue,Toms River,NJ,08753,(732) 505-3598,-74.1764592,39.9906528,New Jersey,DSW
2401 US-22,Union,NJ,07083,(609) 208-7021,-74.29639975702943,40.69249894780417,New Jersey,DSW
1515 US Highway 22 West,Watchung,NJ,07069,(908) 756-6850,-74.4221439,40.6390632,New Jersey,DSW
95 Route 23 South,Wayne,NJ,07470,(973) 256-1941,-74.254055,40.891937,New Jersey,DSW
310 Rt 36 Unit 402,West Long Branch,NJ,07764,(732) 440-3509,-74.03617993937901,40.28990076553745,New Jersey,DSW
2100 Louisiana Boulevard NE Suite 312,Albuquerque,NM,87110,(505) 871-6085,-106.5657983,35.0974114,New Mexico,DSW
1 Crossgates Mall Road,Albany,NY,12203,(518) 218-0750,-73.8479898,42.6881165,New York,DSW
3050 Sheridan Drive,Amherst,NY,14226,(716) 898-0381,-78.8198152,42.982229,New York,DSW
2134 Bartow Ave.,Bronx,NY,10475,(347) 614-1490,-73.82527112960815,40.86716854167582,New York,DSW
One Walden Galleria,Buffalo,NY,14225,(716) 684-7808,-78.7608818,42.9144991,New York,DSW
357 Old Country Road,Carle Place,NY,11514,(516) 876-0204,-73.60396600000001,40.746079,New York,DSW
1819 East Jericho Turnpike,Huntington,NY,11743,(631) 858-9120,-73.334661,40.837035,New York,DSW
1200 Ulster Ave Space #350,Kingston,NY,12401,(845) 768-7000,-73.9876842,41.9648213,New York,DSW
3190 Middle Country Road,Lake Grove,NY,11755,(631) 580-1973,-73.125775,40.8596258,New York,DSW
221 Wade Road Extension Suite 113,Latham,NY,12110,(518) 413-7001,-73.76909444649165,42.7571857281138,New York,DSW
345 Rockaway Turnpike,Lawrence,NY,11559,(516) 239-3018,-73.73758435249329,40.62630227748129,New York,DSW
3503 Hempstead Turnpike,Levittown,NY,11756,(516) 520-1534,-73.506279,40.726318,New York,DSW
1400 Northern Blvd.,Manhasset,NY,11030,(516) 504-3170,-73.6947098,40.7927413,New York,DSW
1 Galleria Drive,Middletown,NY,10941,(845) 691-0000,-74.3697975,41.4532086,New York,DSW
3091 E. Main Street,Mohegan Lake,NY,10547,(914) 529-7001,-73.870429,41.3098415,New York,DSW
8555 Seneca Turnpike,New Hartford,NY,13413,(315) 939-1537,-75.3159248,43.0829394,New York,DSW
60 Smithfield Blvd,Plattsburgh,NY,12901,(518) 314-0333,-73.4916871,44.7027028,New York,DSW
429 Boston Post Road,Port Chester,NY,10573,(914) 908-5999,-73.67174421593865,40.99348334285166,New York,DSW
2001 South Road,Poughkeepsie,NY,12601,(845) 298-1300,-73.9209723,41.6250588,New York,DSW
1500 Old Country Road,Riverhead,NY,11901,(631) 830-4568,-72.69664585590357,40.92649994943646,New York,DSW
720 Jefferson Road,Rochester,NY,14623,(585) 424-2260,-77.62371093034744,43.08853783381593,New York,DSW
2485 Richmond Avenue,Staten Island,NY,10314,(718) 477-1092,-74.1672042,40.5871747,New York,DSW
425 Jericho Turnpike,Syosset,NY,11791,(516) 864-4630,-73.4999897,40.8109556,New York,DSW
9773 Destiny USA Drive,Syracuse,NY,13204,(315) 428-8980,-76.172535,43.069631,New York,DSW
2429 Vestal Parkway East,Vestal,NY,13850,(607) 238-2652,-76.01008996367455,42.097907960377796,New York,DSW
30 Square Drive,Victor,NY,14564,(585) 598-4158,-77.44139313697815,43.03388605832508,New York,DSW
771 W. Montauk Highway,West Babylon,NY,11704,(631) 526-6001,-73.34854146834914,40.68687594159601,New York,DSW
3721 Palisades Center Drive,West Nyack,NY,10994,(845) 727-7907,-73.954288,41.09717,New York,DSW
367 Tarrytown Road,White Plains,NY,10607,(914) 615-7001,-73.79612892866135,41.0419059400099,New York,DSW
2500 Central Park Avenue,Yonkers,NY,10710,(914) 771-8001,-73.827203,40.981993,New York,DSW
4 South Tunnel Road,Asheville,NC,28805,(828) 575-5918,-82.5236744,35.5831998,North Carolina,DSW
427 Crossroads Boulevard,Cary,NC,27511,(919) 858-8850,-78.7354423,35.7608589,North Carolina,DSW
9551 South Boulevard,Charlotte,NC,28273,(704) 665-5548,-80.87686090674589,35.10659008593954,North Carolina,DSW
8088 Concord Mills Boulevard,Concord,NC,28027,(704) 665-5306,-80.71344673633575,35.37246041003667,North Carolina,DSW
3615 Witherspoon Boulevard,Durham,NC,27707,(919) 493-9280,-78.988409,35.949313,North Carolina,DSW
2720 Freedom Parkway Dr.,Fayetteville,NC,28314,(910) 427-7080,-78.9686835,35.0577989,North Carolina,DSW
3350 West Friendly Avenue,Greensboro,NC,27410,(336) 852-1565,-79.8399853,36.0879291,North Carolina,DSW
216 Grand Hill Place,Holly Springs,NC,27540,(919) 355-7060,-78.8463445,35.6653886,North Carolina,DSW
10015 E. Independence Blvd.,Matthews,NC,28105,(704) 321-8165,-80.7079535722732,35.13201806787896,North Carolina,DSW
4436 13th Avenue SW,Fargo,ND,58103,(701) 281-3925,-96.8598586,46.8595229,North Dakota,DSW
3889 Medina Road,Akron,OH,44333,(330) 666-1702,-81.63931735581963,41.13859028342412,Ohio,DSW
2720 Towne Drive,Beavercreek,OH,45431,(937) 320-0708,-84.049298,39.768377,Ohio,DSW
1280 -A Doral Drive,Boardman,OH,44514,(330) 787-0261,-80.631005,41.029858,Ohio,DSW
5508 Dressler Road,Canton,OH,44720,(330) 244-2592,-81.429035,40.861061,Ohio,DSW
2700 Miamisburg-Centerville Rd,Dayton,OH,45459,(937) 312-0235,-84.2223715,39.6348466,Ohio,DSW
1484 Spring Meadows Drive,Holland,OH,43528,(567) 742-8001,-83.7004555,41.6147533,Ohio,DSW
7291 Mentor Ave.,Mentor,OH,44060,(440) 510-3925,-81.3806676864624,41.65162730529134,Ohio,DSW
25877 Brookpark Road,North Olmsted,OH,44070,(440) 801-1141,-81.910031,41.416668,Ohio,DSW
489 East Kemper Road,Springdale,OH,45246,(513) 671-4390,-84.4621042,39.2846607,Ohio,DSW
18315 SouthPark Center,Strongsville,OH,44136,(440) 742-7078,-81.82049220802583,41.30828126356849,Ohio,DSW
5001 Monroe Street,Toledo,OH,43623,(419) 472-1706,-83.639371,41.692812,Ohio,DSW
4039 Richmond Road,Warrensville Heights,OH,44122,(216) 593-3400,-81.494018,41.446998,Ohio,DSW
291 Crocker Park Boulevard,Westlake,OH,44145,(440) 250-0249,-81.953556,41.4590174,Ohio,DSW
2020 24th Ave. N.W.,Norman,OK,73069,(405) 217-4768,-97.4831712,35.2435989,Oklahoma,DSW
13840 North Pennsylvania Avenue,Oklahoma City,OK,73134,(405) 936-9081,-97.546582,35.611393,Oklahoma,DSW
8506 East 71st Street South,Tulsa,OK,74133,(918) 615-2138,-95.881857,36.060003,Oklahoma,DSW
8905 SW Cascade Avenue Suite 110,Beaverton,OR,97005,(503) 639-7130,-122.78650722455426,45.45553664085404,Oregon,DSW
160 Oakway Road Suite 300,Eugene,OR,97401,(541) 343-2037,-123.079324,44.064412,Oregon,DSW
2453 Northwest 185th Avenue,Hillsboro,OR,97124,(503) 531-0637,-122.8696379,45.5377123,Oregon,DSW
831 Lancaster Drive NE Suite 177,Salem,OR,97301,(971) 718-5427,-122.9871349,44.9416132,Oregon,DSW
16920 South West 72nd Ave,Tigard,OR,97224,(503) 639-7130,-122.74801009386577,45.397810441196235,Oregon,DSW
3439 Capital City Mall Drive,Camp Hill,PA,17011,(717) 303-5483,-76.9322427,40.2224493,Pennsylvania,DSW
120 Market St,Collegeville,PA,19426,(484) 854-7000,-75.4794018,40.1667084,Pennsylvania,DSW
56 Quarry Road,Downingtown,PA,19335,(610) 873-4728,-75.675775,40.016329,Pennsylvania,DSW
2088 Interchange Road,Erie,PA,16565,(814) 866-5944,-80.1041566736107,42.06929813354333,Pennsylvania,DSW
200 Town Centre Drive,Glen Mills,PA,19342,(610) 459-8054,-75.52744388580322,39.88334493517929,Pennsylvania,DSW
520 East Waterfront Drive,Homestead,PA,15120,(412) 464-5190,-79.9064773,40.4117923,Pennsylvania,DSW
640 West Dekalb Pike,King of Prussia,PA,19406,(610) 265-5961,-75.384269,40.090283,Pennsylvania,DSW
940 Plaza Blvd.,Lancaster,PA,17601,(717) 826-0152,-76.34482026100159,40.066359767575406,Pennsylvania,DSW
2426 East Lincoln Highway,Langhorne,PA,19047,(267) 202-4346,-74.871639,40.18173,Pennsylvania,DSW
4100 William Penn Highway,Monroeville,PA,15146,(412) 374-9118,-79.7651635,40.4374796,Pennsylvania,DSW
5031 Shoppes Boulevard,Moosic,PA,18507,(570) 941-0970,-75.67461,41.36089,Pennsylvania,DSW
782 Bethlehem Pike Suite A,North Wales,PA,19454,(267) 653-7000,-75.2441899,40.2394579,Pennsylvania,DSW
2320 Chemical Road,Plymouth Meeting,PA,19462,(610) 941-3663,-75.293299,40.103685,Pennsylvania,DSW
400 South State Road,Springfield,PA,19064,(610) 690-7313,-75.3570662,39.9382698,Pennsylvania,DSW
761 Easton Road,Warrington,PA,18976,(215) 343-6358,-75.1365883,40.2328077,Pennsylvania,DSW
3638 Welsh Road,Willow Grove,PA,19090,(215) 657-9722,-75.1370108,40.1523812,Pennsylvania,DSW
80 E. Wynnewood Road Suite #1,Wynnewood,PA,19096,(484) 297-7930,-75.27139753103262,40.00170623577218,Pennsylvania,DSW
1101 Woodland Road Suite 1000,Wyomissing,PA,19610,(484) 334-8300,-75.97374102822437,40.34170455595178,Pennsylvania,DSW
610 Town Center Drive,York,PA,17408,(717) 850-9349,-76.7715606,39.9701805,Pennsylvania,DSW
1307 W. Main Rd. Unit 6A,Middletown,RI,02842,(401) 859-7001,-71.29095517790984,41.53415097661205,Rhode Island,DSW
142 Providence Place,Providence,RI,02903,(401) 400-8415,-71.415534,41.8287862,Rhode Island,DSW
1350 Bald Hill Road,Warwick,RI,02886,(401) 826-7624,-71.4912092,41.7016624,Rhode Island,DSW
320 Harbison Blvd.,Columbia,SC,29212,(803) 454-9710,-81.15489006042475,34.07281303761326,South Carolina,DSW
822 Woods Crossing,Greenville,SC,29607,(864) 990-0711,-82.3376852273941,34.84804804848706,South Carolina,DSW
1122 Bowman Rd.,Mount Pleasant,SC,29464,(843) 375-7002,-79.85229388954929,32.812098735020506,South Carolina,DSW
2340 S. Lorraine Place,Sioux Falls,SD,57106,(605) 740-7311,-96.7821632,43.5244334,South Dakota,DSW
2220 Hamilton Place Boulevard Suite 102,Chattanooga,TN,37421,(423) 296-6662,-85.1536939,35.0402347,Tennessee,DSW
2000 Mallory Lane Suite 260,Franklin,TN,37067,(615) 905-7025,-86.81502853372956,35.94995782521434,Tennessee,DSW
7712 Highway 72,Germantown,TN,38138,(901) 755-2204,-89.805859,35.092723,Tennessee,DSW
11020 Parkside Drive,Knoxville,TN,37934,(865) 761-7157,-84.14946377277374,35.900192447087164,Tennessee,DSW
2130 Gallatin Pike North,Madison,TN,37115,(615) 855-1336,-86.693456,36.3062059,Tennessee,DSW
8055 Giacosa Pl Suite 101,Memphis,TN,38133,(901) 425-7177,-89.79459039384841,35.19709595557607,Tennessee,DSW
560 N Thompson LN,Murfreesboro,TN,37129,(615) 544-8072,-86.42943470439015,35.85730885669113,Tennessee,DSW
6722 Charlotte Pike,Nashville,TN,37209,(615) 354-5907,-86.888858,36.137926,Tennessee,DSW
937 Watters Creek Boulevard,Allen,TX,75013,(972) 390-8109,-96.6836234,33.0870727,Texas,DSW
3811 South Cooper Street,Arlington,TX,76015,(817) 557-1077,-97.1275916,32.6784485,Texas,DSW
10515 North Mopac Expressway,Austin,TX,78759,(512) 372-8256,-97.731993,30.390612,Texas,DSW
374 E FM 1382,Cedar Hill,TX,75104,(469) 575-5337,-96.9388653,32.5919825,Texas,DSW
5001 183A Toll Road Suite C2100,Cedar Park,TX,78613,(512) 690-5005,-97.8192182,30.5360829,Texas,DSW
2026 Texas Avenue S,College Station,TX,77840,(979) 985-5823,-96.31645739078522,30.61116339898015,Texas,DSW
227 South Loop 336 W,Conroe,TX,77304,(936) 235-7091,-95.46094857022216,30.276320992755238,Texas,DSW
4938 South Staples St.,Corpus Christi,TX,78411,(361) 356-4058,-97.36795842647558,27.70837665003446,Texas,DSW
1800 S Loop 288 Suite B1,Denton,TX,76205,(940) 703-7292,-97.0989759,33.1950863,Texas,DSW
1331 George Dieter Drive,El Paso,TX,79936,(915) 595-5908,-106.3040525,31.7259379,Texas,DSW
2921 RIO GRANDE BLVD STE 100,Euless,TX,76039,(817) 409-5000,-97.10468888282776,32.87913666094525,Texas,DSW
3333 Preston Road,Frisco,TX,75034,(972) 668-4510,-96.81310057640076,33.1071623676336,Texas,DSW
601 Town Center Boulevard,Garland,TX,75040,(972) 530-3323,-96.610998,32.952312,Texas,DSW
3188 Justin Road,Highland Village,TX,75077,(469) 702-7070,-97.08237290382385,33.07463234459394,Texas,DSW
19657 Highway 59 North,Humble,TX,77338,(281) 446-0406,-95.2724047,30.0040443,Texas,DSW
852 Northeast Mall Blvd,Hurst,TX,76053,(817) 590-9723,-97.199933,32.824961,Texas,DSW
24600 Katy Fwy Suite 300,Katy,TX,77494,(832) 913-7050,-95.79423,29.7878265,Texas,DSW
420 East Round Grove Road,Lewisville,TX,75067,(972) 459-0902,-96.980747,33.002715,Texas,DSW
6072 Marsha Sharp Freeway,Lubbock,TX,79407,(806) 771-9717,-101.95472896099096,33.54719805519676,Texas,DSW
400 E Expressway 83,McAllen,TX,78503,(956) 616-5678,-98.2182970318945,26.185727668818206,Texas,DSW
2709 North Mesquite Drive,Mesquite,TX,75150,(214) 613-3694,-96.629813,32.803133,Texas,DSW
3137 Silverlake Village Drive,Pearland,TX,77584,(713) 340-1932,-95.3855,29.551768,Texas,DSW
801 West 15th Street,Plano,TX,75075,(972) 633-1341,-96.7153022,33.0207128,Texas,DSW
901 South Preston Road,Prosper,TX,75078,(214) 305-7000,-96.795147,33.2259548,Texas,DSW
201 University Oaks Blvd Suite 200,Round Rock,TX,78665,(512) 862-5000,-97.6880576,30.5552061,Texas,DSW
19075 Interstate Highway 45 N,Shenandoah,TX,77385,(936) 271-1990,-95.4498798,30.1816932,Texas,DSW
1435 East Southlake Boulevard,Southlake,TX,76092,(817) 421-7400,-97.13042199611664,32.93894012275925,Texas,DSW
6545 N. Grand Parkway W. Suite 116,Spring,TX,77389,(832) 637-1002,-95.5192768,30.0879766,Texas,DSW
2745 Town Center Boulevard,Sugar Land,TX,77479,(281) 277-3524,-95.620726,29.592208,Texas,DSW
5207 Brodie Lane,Sunset Valley,TX,78745,(512) 891-6777,-97.8151001,30.2307284,Texas,DSW
8950 S. Broadway Avenue,Tyler,TX,75703,(903) 253-0746,-95.30239999294281,32.25138086501595,Texas,DSW
4633 S. Jack Kultgen Expressway Unit 105,Waco,TX,76711,(254) 218-7101,-97.1501111,31.4996249,Texas,DSW
1429 West Bay Area Boulevard,Webster,TX,77598,(713) 893-0818,-95.14569139999999,29.5387948,Texas,DSW
1132 East Fort Union Boulevard,Midvale,UT,84047,(801) 562-4492,-111.8603598,40.6229769,Utah,DSW
10401 South State Street,Sandy,UT,84070,(801) 571-1956,-111.8887234,40.5623628,Utah,DSW
7670 Richmond Hwy,Alexandria,VA,22306,(703) 775-7000,-77.0862121,38.7509789,Virginia,DSW
1301 South Joyce Street,Arlington,VA,22202,(703) 412-0818,-77.063314,38.863196,Virginia,DSW
780 Twentyninth Place Court,Charlottesville,VA,22901,(434) 326-0066,-78.478809,38.0781445,Virginia,DSW
1412 Greenbrier Parkway,Chesapeake,VA,23320,(757) 361-5807,-76.234492,36.77624,Virginia,DSW
5518 Leesburg Pike,Falls Church,VA,22041,(703) 933-8522,-77.1217532,38.8479322,Virginia,DSW
1751 Carl D. Silver Parkway,Fredericksburg,VA,22401,(540) 548-2919,-77.508206,38.307085,Virginia,DSW
13201 Gateway Center Drive,Gainesville,VA,20155,(571) 248-6405,-77.6043594,38.7945534,Virginia,DSW
9880 West Broad Street,Glen Allen,VA,23060,(804) 290-4244,-77.566558,37.644868,Virginia,DSW
"1079A Edwards Ferry Road, NE",Leesburg,VA,20176,(571) 510-7218,-77.5326339,39.1126379,Virginia,DSW
1300 Huguenot Road,Midlothian,VA,23113,(804) 379-3479,-77.615251,37.509196,Virginia,DSW
12080 Jefferson Ave Suite 400,Newport News,VA,23606,(757) 847-5172,-76.4898727,37.1029298,Virginia,DSW
1601 Willow Lawn Dr Store No. 408,Richmond,VA,23230,(804) 292-7332,-77.49831765890121,37.581916515686885,Virginia,DSW
1920 Valley View Blvd NW,Roanoke,VA,24012,(540) 795-7143,-79.962169,37.306352,Virginia,DSW
6644 Loisdale Road,Springfield,VA,22150,(703) 924-5475,-77.1797612,38.7735517,Virginia,DSW
"1011 University Blvd, Suite 140 College Dr & Hampton Roads Pkwy",Suffolk,VA,23435,(757) 347-7001,-76.4204278,36.8741694,Virginia,DSW
8389 Leesburg Pike,Vienna,VA,22182,(703) 356-0972,-77.237231,38.922208,Virginia,DSW
4588 Virginia Beach Blvd Suite #102,Virginia Beach,VA,23462,(757) 324-7025,-76.13390431877133,36.84565965684264,Virginia,DSW
15001 Potomac Town Place Suite 120,Woodbridge,VA,22192,(703) 565-2237,-77.28749369092844,38.629127179510476,Virginia,DSW
1824 South 320th,Federal Way,WA,98003,(253) 529-1857,-122.309701,47.316932,Washington,DSW
1321 N. Columbia Center Blvd Suite 855,Kennewick,WA,99336,(509) 591-0396,-119.2264605,46.2238171,Washington,DSW
19225 Alderwood Mall Parkway Suite 110,Lynnwood,WA,98036,(425) 673-9080,-122.26984420555725,47.82413744196156,Washington,DSW
2915 Harrison Ave NW,Olympia,WA,98502,(360) 704-5620,-122.93831527233124,47.04565821014818,Washington,DSW
3500 S. Meridian St. Suite 115,Puyallup,WA,98373,(253) 848-1822,-122.2962208,47.1569917,Washington,DSW
17158 Redmond Way,Redmond,WA,98052,(425) 861-9658,-122.1116266,47.6716706,Washington,DSW
11467 Pacific Crest Place NW Suite C105,Silverdale,WA,98383,(360) 214-7016,-122.6962266,47.6640266,Washington,DSW
4727 North Division Street,Spokane,WA,99207,(509) 489-3458,-117.412847,47.701812,Washington,DSW
3100 14th Street NW,Washington,DC,20010,(202) 688-2758,-77.0343913,38.9287917,,DSW
4435 W Wisconsin Ave,Appleton,WI,54913,(920) 733-7422,-88.47454405291747,44.27148080310059,Wisconsin,DSW
800 Willard Drive,Ashwaubenon,WI,54304,(920) 405-9940,-88.061408,44.487264,Wisconsin,DSW
17300 W. Bluemound Road Suite 300,Brookfield,WI,53045,(262) 393-7000,-88.1288253,43.0378416,Wisconsin,DSW
4076 Commonwealth Ave.,Eau Claire,WI,54701,(715) 318-4478,-91.4331187,44.773247,Wisconsin,DSW
5050 S 74th Street,Greenfield,WI,53220,(414) 377-4060,-88.00470006073054,42.95323884292534,Wisconsin,DSW
2173 Zeier Rd.,Madison,WI,53704,(608) 807-0053,-89.3014132976532,43.12839652413582,Wisconsin,DSW
1700 Deming Way Suite 102,Middleton,WI,53562,(608) 440-7643,-89.5274674288534,43.09271138096363,Wisconsin,DSW
2406 S Greenbay Road,Racine,WI,53406,(262) 456-3334,-87.85532981157303,42.702851507331616,Wisconsin,DSW
11500 Burleigh Street,Wauwatosa,WI,53222,(414) 208-4480,-88.05652634389787,43.07968335267696,Wisconsin,DSW
