store_number,street,city,state,zip,latitude,longitude,state_name,brand,updated
8025,787 Rt. 41,Gap,PA,17527,39.990936,-76.020149,Pennsylvania,Wawa,2024-03-10
0586,601 Hoagie Drive,Bel Air,MD,21014,39.568712,-76.35327,Maryland,Wawa,2024-03-10
8129,2837 Main Street,Morgantown,PA,19543,40.15196838,-75.90139061,Pennsylvania,Wawa,2024-03-10
8546,14910 Silver Trail Lane,Laurel,MD,20707,39.08298,-76.889214,Maryland,Wawa,2024-03-10
0559,3530 Conowingo Road,Street,MD,21154-1944,39.637038,-76.26828,Maryland,Wawa,2024-03-10
8504,3716 Washington Blvd,Baltimore,MD,21227,39.246429,-76.673129,Maryland,Wawa,2024-03-10
8500,204 Connolly Road,Fallston,MD,21047-2526,39.503325,-76.383947,Maryland,Wawa,2024-03-10
0553,709 Bel Air Road,Bel Air,MD,21014-4209,39.522272,-76.357694,Maryland,Wawa,2024-03-10
8515,9600 Fort Meade Road,Laurel,MD,20708,39.09739,-76.84147,Maryland,Wawa,2024-03-10
8522,9809 Belair Road,Perry Hall,MD,21128,39.4191132,-76.45591084,Maryland,Wawa,2024-03-10
0557,1505 E. Churchville Road,Bel Air,MD,21014,39.545963,-76.31395,Maryland,Wawa,2024-03-10
8525,7710 Milestone Pkwy,Hanover,MD,21076,39.1542,-76.74347,Maryland,Wawa,2024-03-10
5346,7481 Manatee Ave,Bradenton,FL,34209,27.495514,-82.635594,Florida,Wawa,2024-03-10
5183,1760 Hillsborough Ave,Tampa,FL,33603-1131,27.99555,-82.47805,Florida,Wawa,2024-03-10
5301,3660 W Gandy Blvd,Tampa,FL,33611,27.89359,-82.50461,Florida,Wawa,2024-03-10
5196,8325 N Florida Ave,Tampa,FL,33604-3005,28.0248,-82.45881,Florida,Wawa,2024-03-10
5267,25155 Maren Way,Land O Lakes,FL,34639,28.189572,-82.400293,Florida,Wawa,2024-03-10
5199,2325 E. Fletcher Ave,Tampa,FL,33612,28.06924,-82.4306,Florida,Wawa,2024-03-10
5107,11510 N 30Th Street,Tampa,FL,33612-6278,28.0532971,-82.4268815,Florida,Wawa,2024-03-10
5271,2509 W. Cortez Road,Bradenton,FL,34207,27.46216,-82.586293,Florida,Wawa,2024-03-10
5240,28225 State Road 54,Wesley Chapel,FL,33544,28.237012,-82.349057,Florida,Wawa,2024-03-10
0996,2000 Shafto Road,Tinton Falls,NJ,07712,40.258006,-74.090701,New Jersey,Wawa,2024-03-10
8329,1344 Corlies Ave,Neptune,NJ,07753-5166,40.208999,-74.026672,New Jersey,Wawa,2024-03-10
8303,3520 Rt 66,Neptune,NJ,07753-2603,40.225112,-74.076639,New Jersey,Wawa,2024-03-10
0784,455 Route 520,Marlboro,NJ,07746-2258,40.332717,-74.24628,New Jersey,Wawa,2024-03-10
0289,100 Ponds Edge Drive @ Rt. 272,Nottingham,PA,19362-9789,39.750828,-76.02265,Pennsylvania,Wawa,2024-03-10
0263,3711 West Lincoln Highway,Parkesburg,PA,19365-1775,39.984364,-75.93401,Pennsylvania,Wawa,2024-03-10
0160,761 Gap Newport Pike,Avondale,PA,19311-9545,39.834773,-75.79533,Pennsylvania,Wawa,2024-03-10
8094,105 Reeceville Road,Coatesville,PA,19320,40.00865678,-75.78989171,Pennsylvania,Wawa,2024-03-10
0582,2300 Churchville Rd.,Bel Air,MD,21015-1721,39.555875,-76.278221,Maryland,Wawa,2024-03-10
8011,3025 Lincoln Highway,Thorndale,PA,19372,39.993898,-75.76311,Pennsylvania,Wawa,2024-03-10
0585,2031 Pulaski Highway,North East,MD,21901-3740,39.613053,-75.93051,Maryland,Wawa,2024-03-10
8098,3710 Lincoln Hwy,Downingtown,PA,19335,39.995618,-75.746182,Pennsylvania,Wawa,2024-03-10
0034,504 West Cypress (@ Washington,Kennett Square,PA,19348-3213,39.844553,-75.71734,Pennsylvania,Wawa,2024-03-10
0567,231 N. Philadelphia Blvd.,Aberdeen,MD,21001,39.513008,-76.16031,Maryland,Wawa,2024-03-10
0245,100 Boot Road,Downingtown,PA,19335-3445,40.000549,-75.701261,Pennsylvania,Wawa,2024-03-10
0547,1657 Elkton Road,Elkton,MD,21921-4129,39.653315,-75.790826,Maryland,Wawa,2024-03-10
8015,901 East Baltimore Pike,Kennett Square,PA,19348-1802,39.864005,-75.67945,Pennsylvania,Wawa,2024-03-10
0842,605 Yorklyn Road,Hockessin,DE,19707,39.788657,-75.697324,Delaware,Wawa,2024-03-10
8512,302 W. Pulaski Highway,Elkton,MD,21921-5279,39.60336,-75.84034,Maryland,Wawa,2024-03-10
0118,1083 East Lancaster Avenue,Downingtown,PA,19335-3329,40.019025,-75.678412,Pennsylvania,Wawa,2024-03-10
0860,601 Ogletown Road,Newark,DE,19711,39.68489,-75.73322,Delaware,Wawa,2024-03-10
0201,1800 Ticonderoga Boulevard,Chester Springs,PA,19425-9542,40.074729,-75.685907,Pennsylvania,Wawa,2024-03-10
0831,4555 New Linden Hill Road,Wilmington,DE,19808,39.735133,-75.69122,Delaware,Wawa,2024-03-10
0581,3500 Woodsdale Road,Abingdon,MD,21009-2006,39.464955,-76.31091,Maryland,Wawa,2024-03-10
0819,274 East Chestnut Hill Road,Newark,DE,19713,39.662455,-75.7356,Delaware,Wawa,2024-03-10
8033,551 West Uwchlan Ave,Exton,PA,19341-1563,40.047518,-75.66307,Pennsylvania,Wawa,2024-03-10
0861,1750 Capitol Trail,Newark,DE,19711-5720,39.700005,-75.700613,Delaware,Wawa,2024-03-10
8140,1150 Pottstown Pike,Chester Springs,PA,19425,40.1163,-75.6941,Pennsylvania,Wawa,2024-03-10
0085,750 N. Pottstown Pike,Exton,PA,19341-1525,40.05509,-75.64716,Pennsylvania,Wawa,2024-03-10
0850,2748-54 Pulaski Hwy.,Newark,DE,19702,39.602471,-75.76222,Delaware,Wawa,2024-03-10
0880,120 Corporate Blvd,Newark,DE,19702,39.61656449,-75.74599409,Delaware,Wawa,2024-03-10
0081,1195 Pottstown Pike,West Chester,PA,19380-4137,39.990756,-75.61559,Pennsylvania,Wawa,2024-03-10
8534,2200 Pulaski Highway,Edgewood,MD,21040,39.437034,-76.306712,Maryland,Wawa,2024-03-10
0858,2030 Limestone Rd,Marshallton,DE,19808,39.721268,-75.656802,Delaware,Wawa,2024-03-10
0868,4651 Ogletown Stanton Rd,Newark,DE,19713,39.6867,-75.6781,Delaware,Wawa,2024-03-10
0599,1419 S. Mountain Rd,Joppa,MD,21085-3236,39.440013,-76.345575,Maryland,Wawa,2024-03-10
0203,10 Boot Road,West Chester,PA,19380-2158,40.009384,-75.616307,Pennsylvania,Wawa,2024-03-10
8183,690 East Lincoln Highway,Exton,PA,19341,40.029033,-75.610501,Pennsylvania,Wawa,2024-03-10
8537,2151 Brooks Drive,District Heights,MD,20747,38.86107803,-76.91861723,Maryland,Wawa,2024-03-10
8523,10620 Martin Luther King Jr Hw,Lanham,MD,20706,38.956577,-76.824788,Maryland,Wawa,2024-03-10
8507,7800 Parke West Dr,Glen Burnie,MD,21061-4701,39.14177,-76.6493,Maryland,Wawa,2024-03-10
8511,4901 Boston St,Baltimore,MD,21224,39.276817,-76.553889,Maryland,Wawa,2024-03-10
0754,345 Union Hill Road,Manalapan,NJ,07726-1875,40.336054,-74.3191,New Jersey,Wawa,2024-03-10
5177,5306 14 Street,Bradenton,FL,34207,27.44733,-82.5757,Florida,Wawa,2024-03-10
5165,701 1St Street E,Bradenton,FL,34205,27.49343,-82.56234,Florida,Wawa,2024-03-10
5319,5011 E Busch Blvd,Tampa,FL,33617,28.032067,-82.400734,Florida,Wawa,2024-03-10
5178,4455 Sr 64 East,Bradenton,FL,34208,27.4989,-82.5084,Florida,Wawa,2024-03-10
5172,1031 Dunlawton Ave,Port Orange,FL,32127,29.1273515,-81.0068662,Florida,Wawa,2024-03-10
5173,1740 Dunlawton Ave,Port Orange,FL,32127-8929,29.1116145,-81.0246111,Florida,Wawa,2024-03-10
5292,1700 S. Woodland Blvd,Deland,FL,32720,28.998416,-81.303805,Florida,Wawa,2024-03-10
5222,1780 Sr 44,New Smyrna Beach,FL,32168,29.014832,-80.94057,Florida,Wawa,2024-03-10
5354,3400 Howland Blvd,Deltona,FL,32725,28.949584,-81.250894,Florida,Wawa,2024-03-10
5171,2522 Enterprise Rd,Orange City,FL,32763-7906,28.91703,-81.295449,Florida,Wawa,2024-03-10
0282,10 Maplewood Drive,Douglassville,PA,19518-1544,40.259563,-75.72943,Pennsylvania,Wawa,2024-03-10
8067,1111 Grosser Rd,Gilbertsville,PA,19525,40.31108,-75.63319,Pennsylvania,Wawa,2024-03-10
0146,260 W. Schuylkill Road,Pottstown,PA,19465-6954,40.232609,-75.65822,Pennsylvania,Wawa,2024-03-10
0295,1417 South Hanover Street,Pottstown,PA,19465-7434,40.208435,-75.661064,Pennsylvania,Wawa,2024-03-10
8040,1520 High Street,Pottstown,PA,19464,40.243304,-75.61476,Pennsylvania,Wawa,2024-03-10
0134,1906 Swamp Pike,Gilbertsville,PA,19525-9342,40.299662,-75.586289,Pennsylvania,Wawa,2024-03-10
8155,8053 Chestnut Street,Hereford,PA,18056,40.44854172,-75.55244421,Pennsylvania,Wawa,2024-03-10
0258,3380 Schuylkill Road,Spring City,PA,19475-1125,40.182907,-75.569259,Pennsylvania,Wawa,2024-03-10
8005,579 N. Lewis Road,Royersford,PA,19468-1129,40.214953,-75.54668,Pennsylvania,Wawa,2024-03-10
0266,7572 Schantz Road,Allentown,PA,18106-9032,40.572317,-75.6167,Pennsylvania,Wawa,2024-03-10
0098,3321 Willow Lane (Rt. 100),Macungie,PA,18062,40.519659,-75.56456,Pennsylvania,Wawa,2024-03-10
8038,451 West Ridge Pike,Royersford,PA,19468-1415,40.232262,-75.5285,Pennsylvania,Wawa,2024-03-10
8186,6216 Hamilton Blvd,Allentown,PA,18106,40.556178,-75.577534,Pennsylvania,Wawa,2024-03-10
8178,2100 Northgate Blvd,Pennsburg,PA,18073,40.40626578,-75.48545889,Pennsylvania,Wawa,2024-03-10
0284,934 Main Street,Royersford,PA,19468,40.192906,-75.52833,Pennsylvania,Wawa,2024-03-10
0281,3 Big Road,Zieglerville,PA,19492-9706,40.277817,-75.480933,Pennsylvania,Wawa,2024-03-10
0141,1860 Ridge Pike,Royersford,PA,19468-2819,40.214043,-75.49944,Pennsylvania,Wawa,2024-03-10
0287,4900 Hamilton Boulevard,Wescosville,PA,18106,40.566455,-75.55207,Pennsylvania,Wawa,2024-03-10
8153,201 S. Cedar Crest Blvd,Emmaus,PA,18049,40.529561,-75.507365,Pennsylvania,Wawa,2024-03-10
8024,120 Schuykill Road,Phoenixville,PA,19460-2232,40.132042,-75.536999,Pennsylvania,Wawa,2024-03-10
8078,408 Cedar Crest Blvd.,Allentown,PA,18103,40.582249,-75.52304,Pennsylvania,Wawa,2024-03-10
8019,1860 South Collegeville Rd,Collegeville,PA,19426-3930,40.177154,-75.458815,Pennsylvania,Wawa,2024-03-10
8021,1960 John Fries Highway,Quakertown,PA,18951-2124,40.436648,-75.41412,Pennsylvania,Wawa,2024-03-10
0120,2209 Lehigh Street,Allentown,PA,18103,40.572649,-75.47957,Pennsylvania,Wawa,2024-03-10
0595,701 Annapolis Rd,Gambrills,MD,21054-1309,39.056566,-76.656624,Maryland,Wawa,2024-03-10
0572,8300 Veterans Hwy,Millersville,MD,21108-1409,39.110618,-76.63172,Maryland,Wawa,2024-03-10
8503,7124 Ritchie Hwy,Glen Burnie,MD,21061-2904,39.180183,-76.615541,Maryland,Wawa,2024-03-10
0562,163 Southeast Crain Highway,Upper Marlboro,MD,20774-8804,38.889121,-76.720142,Maryland,Wawa,2024-03-10
0549,628 Admiral Drive,Annapolis,MD,21401-2151,38.994748,-76.53262,Maryland,Wawa,2024-03-10
0577,3166 Solomons Island Rd.,Edgewater,MD,21037,38.935887,-76.567951,Maryland,Wawa,2024-03-10
0597,1401 Hampton Park Blvd,Capitol Heights,MD,20743,38.870193,-76.851064,Maryland,Wawa,2024-03-10
0569,321 Buschs Frontage Road,Annapolis,MD,21401,39.026841,-76.45624,Maryland,Wawa,2024-03-10
8502,6541 Eastern Avenue,Baltimore,MD,21224,39.287286,-76.535408,Maryland,Wawa,2024-03-10
0578,4017 North Point Blvd,Dundalk,MD,21222-3619,39.268474,-76.47031,Maryland,Wawa,2024-03-10
8540,7501 Pulaski Hwy,Rosedale,MD,21237,39.311632,-76.525331,Maryland,Wawa,2024-03-10
8514,6101 Allentown Road,Suitland,MD,20746,38.8071,-76.904315,Maryland,Wawa,2024-03-10
0558,8731 Pulaski Hwy.,Essex,MD,21221,39.335885,-76.481644,Maryland,Wawa,2024-03-10
0573,10205 Kirksville Lane,Dunkirk,MD,20754,38.717591,-76.661045,Maryland,Wawa,2024-03-10
0580,16410 Mckendree Rd.,Brandywine,MD,20613-8063,38.664594,-76.875845,Maryland,Wawa,2024-03-10
8518,101 Hissey Road,Grasonville,MD,21638,38.965518,-76.193185,Maryland,Wawa,2024-03-10
0565,11505 Berry Road,Waldorf,MD,20603,38.629589,-76.91908,Maryland,Wawa,2024-03-10
0568,4210 Crain Hwy (@ Billingsley),White Plains,MD,20695-3000,38.595198,-76.937156,Maryland,Wawa,2024-03-10
0591,305 Market Square Drive,Prince Frederick,MD,20678,38.557041,-76.59899,Maryland,Wawa,2024-03-10
8162,3190 Rt 940,Mount Pocono,PA,18344,41.12086532,-75.37607043,Pennsylvania,Wawa,2024-03-10
0929,1310 Highway 34,Farmingdale,NJ,07727-4000,40.215855,-74.12591,New Jersey,Wawa,2024-03-10
0917,2432 Highway 35,Manasquan,NJ,08736-1102,40.123674,-74.06863,New Jersey,Wawa,2024-03-10
0278,706 East Gay Street,West Chester,PA,19380-4546,39.965266,-75.593791,Pennsylvania,Wawa,2024-03-10
0025,2 East Rhodes Avenue,West Chester,PA,19382-5520,39.943617,-75.591667,Pennsylvania,Wawa,2024-03-10
8607,10373 Sliding Hill Road,Ashland,VA,23005,37.68628,-77.460297,Virginia,Wawa,2024-03-10
0677,8800 Brook Road,Glen Allen,VA,23060,37.64291078,-77.46098279,Virginia,Wawa,2024-03-10
8602,9179 Chamberlayne Road,Mechanicsville,VA,23116,37.649469,-77.404251,Virginia,Wawa,2024-03-10
0655,5221 Brook Road,Richmond,VA,23227,37.604618,-77.453998,Virginia,Wawa,2024-03-10
0669,5362 James Madison Highway,King George,VA,22485-5355,38.339674,-77.07762,Virginia,Wawa,2024-03-10
8634,7847 Compass Point Lane,Mechanicsville,VA,23111-6515,37.613293,-77.328321,Virginia,Wawa,2024-03-10
8635,1300 N. Laburnum Avenue,Richmond,VA,23223-2618,37.562,-77.3767,Virginia,Wawa,2024-03-10
0750,2 Carroll Avenue,Pennsville,NJ,08070-2130,39.640672,-75.516367,New Jersey,Wawa,2024-03-10
0459,Route  45 & Bailey Street,Woodstown,NJ,08098,39.645033,-75.33774,New Jersey,Wawa,2024-03-10
8332,418 N Broadway,Pennsville,NJ,08070,39.677161,-75.494581,New Jersey,Wawa,2024-03-10
0828,2398 Dupont Parkway,Middletown,DE,19709,39.500383,-75.6486,Delaware,Wawa,2024-03-10
0446,759 Rt. 40 (@ Rt. 77),Elmer,NJ,08318,39.616437,-75.229078,New Jersey,Wawa,2024-03-10
0857,1400  Beaver Brook Plaza,New Castle,DE,19720,39.64128,-75.62612,Delaware,Wawa,2024-03-10
0866,117 S. Dupont Hwy,New Castle,DE,19720,39.663394,-75.608339,Delaware,Wawa,2024-03-10
0966,1090 State Highway 77,Bridgeton,NJ,08302,39.462336,-75.207633,New Jersey,Wawa,2024-03-10
8442,101 E Broad Street,Bridgeton,NJ,08302,39.42569729,-75.23081824,New Jersey,Wawa,2024-03-10
0852,1515 North Dupont Highway,New Castle,DE,19720,39.692757,-75.580528,Delaware,Wawa,2024-03-10
0870,3601 Wrangle Hill Rd,Bear,DE,19701,39.584893,-75.68422,Delaware,Wawa,2024-03-10
0823,1100 Pulaski Highway,Bear,DE,19701,39.632016,-75.660327,Delaware,Wawa,2024-03-10
0859,690 Middletown Odessa Road,Middletown,DE,19709,39.452979,-75.680228,Delaware,Wawa,2024-03-10
0840,4000 N. Dupont Hwy. (Motor Inn,New Castle,DE,19720,39.709741,-75.562401,Delaware,Wawa,2024-03-10
0863,7  E. Commons Blvd,New Castle,DE,19720-1734,39.69444,-75.598866,Delaware,Wawa,2024-03-10
0841,183 Airport Road,New Castle,DE,19720,39.676692,-75.627413,Delaware,Wawa,2024-03-10
0844,1605 Pulaski Highway,Bear,DE,19701,39.619575,-75.694568,Delaware,Wawa,2024-03-10
0873,970 Christiana Road,Newark,DE,19702,39.666566,-75.667369,Delaware,Wawa,2024-03-10
0879,5018 Summit Bridge Road,Middletown,DE,19709,39.48046108,-75.72021499,Delaware,Wawa,2024-03-10
0961,1700 Center Square Road,Swedesboro,NJ,08085-1797,39.75947,-75.36001,New Jersey,Wawa,2024-03-10
0843,528 West Main Street,Middletown,DE,19709,39.448171,-75.7281,Delaware,Wawa,2024-03-10
0810,915 New Road,Wilmington,DE,19805,39.739932,-75.598422,Delaware,Wawa,2024-03-10
0801,727 Philadelphia Pike,Wilmington,DE,19809,39.771302,-75.49998,Delaware,Wawa,2024-03-10
0974,123 Paulsboro Rd,Swedesboro,NJ,08085-1363,39.760456,-75.30401,New Jersey,Wawa,2024-03-10
0830,5632 Dupont Parkway,Smyrna,DE,19977,39.316323,-75.61474,Delaware,Wawa,2024-03-10
0854,2621 Philadelphia Pike,Claymont,DE,19703,39.794283,-75.468955,Delaware,Wawa,2024-03-10
0811,400 Wilson Road,Wilmington,DE,19803,39.788766,-75.53316,Delaware,Wawa,2024-03-10
0853,500 Jimmy Drive,Smyrna,DE,19977,39.282446,-75.594152,Delaware,Wawa,2024-03-10
0816,301 Ridge Road,Claymont,DE,19703,39.812716,-75.4444,Delaware,Wawa,2024-03-10
8308,631 Mullica Hill Road,Mullica Hill,NJ,08062,39.721477,-75.159863,New Jersey,Wawa,2024-03-10
0867,601 Naamans Rd,Claymont,DE,19703,39.817336,-75.455642,Delaware,Wawa,2024-03-10
8470,2515 Delsea Drive,Franklinville,NJ,08322,39.61751335,-75.08072502,New Jersey,Wawa,2024-03-10
0862,4030 Concord Pike,Talleyville,DE,19803-1718,39.81018,-75.55075,Delaware,Wawa,2024-03-10
8484,1935 W Landis Ave,Vineland,NJ,08360,39.48781234,-75.06156323,New Jersey,Wawa,2024-03-10
0007,1439 Market Street,Linwood,PA,19061-4357,39.825761,-75.42134,Pennsylvania,Wawa,2024-03-10
0486,450 Delsea Drive,Malaga,NJ,08328,39.57204,-75.052671,New Jersey,Wawa,2024-03-10
8151,2608 Chichester Ave,Boothwyn,PA,19061,39.83195598,-75.44074762,Pennsylvania,Wawa,2024-03-10
0872,1702 Rocky Run Parkway,Wilmington,DE,19803,39.825722,-75.545548,Delaware,Wawa,2024-03-10
0942,501 N. Delsea Drive,Vineland,NJ,08360,39.493718,-75.04147,New Jersey,Wawa,2024-03-10
8327,692 N Delsea Drive,Glassboro,NJ,08028,39.718935,-75.113434,New Jersey,Wawa,2024-03-10
0924,2802 South Delsea Drive,Vineland,NJ,08360,39.446174,-75.043,New Jersey,Wawa,2024-03-10
5233,7705 N. State Road 7,Parkland,FL,33073,26.327046,-80.202961,Florida,Wawa,2024-03-10
5195,2271 W. Sample Rd,Deerfield Beach,FL,33442,26.274901,-80.152778,Florida,Wawa,2024-03-10
5338,7305 W Sample Road,Coral Springs,FL,33065,26.272467,-80.223449,Florida,Wawa,2024-03-10
5235,2000 N. State Road 7,Margate,FL,33063,26.253823,-80.200265,Florida,Wawa,2024-03-10
5242,20 Sw 12Th Ave.,Deerfield Beach,FL,33442,26.317182,-80.119384,Florida,Wawa,2024-03-10
5288,1 N Andrews Ave,Pompano Beach,FL,33069,26.23161204,-80.14123055,Florida,Wawa,2024-03-10
5194,3601 N. Federal Hwy,Pompano Beach,FL,33064,26.276423,-80.09727,Florida,Wawa,2024-03-10
5372,7105 Mcnab Road,North Lauderdale,FL,33068,26.20899,-80.22071,Florida,Wawa,2024-03-10
5234,6191 Powerline Road,Fort Lauderdale,FL,33309,26.202469,-80.156238,Florida,Wawa,2024-03-10
5347,1675 Oakland Park Blvd,Oakland Park,FL,33311,26.166338,-80.165238,Florida,Wawa,2024-03-10
5278,4401 Nw 76 Avenue,Lauderhill,FL,33351,26.179639,-80.252294,Florida,Wawa,2024-03-10
5236,9400 W. Commercial Blvd,Sunrise,FL,33351,26.193111,-80.276659,Florida,Wawa,2024-03-10
5339,10100 Atlantic Ave,Delray Beach,FL,33446,26.45367,-80.20484,Florida,Wawa,2024-03-10
5303,2 W. Sunrise Blvd,Fort Lauderdale,FL,33311,26.136577,-80.144599,Florida,Wawa,2024-03-10
5232,2620 W. Broward Blvd,Fort Lauderdale,FL,33312,26.121155,-80.177583,Florida,Wawa,2024-03-10
5331,13 S State Road 7,Plantation,FL,33317,26.12027,-80.202403,Florida,Wawa,2024-03-10
5249,2500 Sw 64Th Avenue,Davie,FL,33317,26.090877,-80.226862,Florida,Wawa,2024-03-10
5330,9926 Lyons Road,Boynton Beach,FL,33472,26.52885,-80.18779,Florida,Wawa,2024-03-10
5362,2505 W Woolbright Rd,Boynton Beach,FL,33426,26.513706,-80.089427,Florida,Wawa,2024-03-10
5388,9910 S. Jog Road,Boynton Beach,FL,33437,26.528902,-80.146593,Florida,Wawa,2024-03-10
5314,4700 South State Road 7,Davie,FL,33314,26.06329,-80.207264,Florida,Wawa,2024-03-10
5193,6350 Stirling Road,Davie,FL,33314,26.045367,-80.230696,Florida,Wawa,2024-03-10
5364,1851 N. Federal Highway,Hollywood,FL,33020,26.027702,-80.142993,Florida,Wawa,2024-03-10
5239,1965 Hypoluxo Road,Boynton Beach,FL,33426,26.572722,-80.073824,Florida,Wawa,2024-03-10
5350,4530 Lantana Road,Lake Worth,FL,33463,26.588071,-80.114755,Florida,Wawa,2024-03-10
5396,1201 West Lantana Road,Lantana,FL,33462,26.58793,-80.062211,Florida,Wawa,2024-03-10
5417,3199 Hallandl Beach Blvd,Pembroke Park,FL,33023,25.985427,-80.174897,Florida,Wawa,2024-03-10
5353,1700 South Douglas Road,Miramar,FL,33025,25.9938,-80.26358,Florida,Wawa,2024-03-10
5309,1600 S. Hiatus Road,Pembroke Pines,FL,33025,25.99393,-80.296629,Florida,Wawa,2024-03-10
5212,6566 Lake Worth Road,Greenacres,FL,33467,26.618111,-80.147773,Florida,Wawa,2024-03-10
5213,3950 South Congress Ave,Palm Springs,FL,33461,26.617745,-80.088861,Florida,Wawa,2024-03-10
5227,3288 S. Military Trail,Lake Worth,FL,33461,26.629243,-80.11257,Florida,Wawa,2024-03-10
5223,1771 South Congress Ave,Palm Springs,FL,33406,26.650097,-80.088645,Florida,Wawa,2024-03-10
5284,2700 Nw 183Rd Street,Miami Gardens,FL,33056,25.940413,-80.246353,Florida,Wawa,2024-03-10
5244,590 Ne 167 Street,Miami,FL,33162,25.928073,-80.188637,Florida,Wawa,2024-03-10
5348,8115 Southern Blvd,West Palm Beach,FL,33411,26.68036,-80.174819,Florida,Wawa,2024-03-10
5211,1530 Belvedere Rd,West Palm Beach,FL,33405,26.690201,-80.07395,Florida,Wawa,2024-03-10
5302,4950 Okeechobee Blvd,West Palm Beach,FL,33417,26.70653,-80.118659,Florida,Wawa,2024-03-10
5358,13891 West Okeechobee Road,Hialeah Gardens,FL,33018,25.8965,-80.3785,Florida,Wawa,2024-03-10
5392,11590 Nw South River Dr,Medley,FL,33178,25.878054,-80.356782,Florida,Wawa,2024-03-10
5378,7878 Nw 103Rd Street,Hialeah Gardens,FL,33016,25.86695,-80.32561,Florida,Wawa,2024-03-10
5359,2901 W. 16 Ave,Hialeah,FL,33012,25.84808,-80.31425,Florida,Wawa,2024-03-10
5403,2370 45Th Street,West Palm Beach,FL,33407,26.758456,-80.0892,Florida,Wawa,2024-03-10
5214,7289 Garden Rd.,Riviera Beach,FL,33404,26.782449,-80.092593,Florida,Wawa,2024-03-10
5357,3300 Nw 87Th Avenue,Doral,FL,33172,25.8055,-80.3375,Florida,Wawa,2024-03-10
5406,7870 W. Flagler Street,Miami,FL,33144,25.76957942,-80.32447728,Florida,Wawa,2024-03-10
